ProjectID,ProjectAKA,OrganizationName,ProjectName,TargetPop,ProjectCountyServed,ProjectAreaServed,ProjectHours,ProjectTelNo,OrgLink,CoCCode,Addresses,City
1940,Catholic Charities,Catholic Charities Diocese of Toledo,Huron - Catholic Charities Diocese of Toledo - AP,General,Huron,Homeless Planning Region 02,"Mon - Fri, 8:30am - 5:00pm",NA,<a href='https://catholiccharitiesnwo.org/' target='_blank'>Catholic Charities</a><small> (#1940)</small>,OH-507,48 Executive Dr,"Norwalk, OH 44857"
1941,"Community Action Commission of Erie, Huron, and Richland Counties","CAC of Erie, Huron & Richland Counties, Inc.","Huron - CAC of Erie, Huron & Richland Counties - Norwalk Homeless Shelter - AP",General,Huron,Homeless Planning Region 02,"Mon - Fri, 8:00am - 4:30pm",419-625-2214,"<a href='http://www.cacehr.org/' target='_blank'>Community Action Commission of Erie, Huron, and Richland Counties</a><small> (#1941)</small>",OH-507,908 Seavers Way,"Sandusky, OH 44870"
1942,Liberty Center of Sandusky County,"Liberty Center of Sandusky County, Inc.",Sandusky - Liberty Center of Sandusky County - Liberty Center - AP,General,Sandusky,Homeless Planning Region 02,"Mon - Fri, 9:00am - 5:00pm",419-332-8777,<a href='https://www.libertycenterfremont.org/' target='_blank'>Liberty Center of Sandusky County</a><small> (#1942)</small>,OH-507,1421 E. State St.,"Fremont, OH 43420"
1943,Salvation Army of Bowling Green,Wood Salvation Army,zzWood - Salvation Army - AP,General,Wood,Homeless Planning Region 02,"Mon - Fri, 8:00am - 12:00pm, 1:00pm - 4:00pm",419-352-5918,<a href='https://neo.salvationarmy.org/northeastohio/NWOASWood' target='_blank'>Salvation Army of Bowling Green</a><small> (#1943)</small>,OH-507,1045 N Main St,"Bowling Green, OH 43402"
1944,Sandusky County Share and Care,Sandusky County Share and Care Center,Sandusky County Share and Care Center - AP,General,Sandusky,Homeless Planning Region 02,"Tue & Thur 10:00am - 3:00pm, First Saturday of the Month 10:00am - 3:00pm",419-334-2832,<a href='http://www.fremontfpc.org/share-and-care.html' target='_blank'>Sandusky County Share and Care</a><small> (#1944)</small>,OH-507,129 Bidwell Ave,"Fremont, OH 43420"
1945,Volunteers of America Crossroads,Volunteers of America Ohio and Indiana,Erie - VOA of Ohio and Indiana - Crossroads - AP,General,Erie,Homeless Planning Region 02,24/7,419-626-6505,<a href='https://www.voaohin.org/crossroads' target='_blank'>Volunteers of America Crossroads</a><small> (#1945)</small>,OH-507,1843 Superior Street,"Sandusky, OH 44870"
1946,Bridges Community Action Partnership,Bridges Community Action Partnership,Shelby - Bridges CAP - AP,General,Shelby,Homeless Planning Region 13,"Mon - Fri, 8:00am - 4:30pm",937-507-9341,<a href='http://www.bridgescap.org' target='_blank'>Bridges Community Action Partnership</a><small> (#1946)</small>,OH-507,121 E North St,"Sidney, OH 45365"
1947,Caring Kitchen,"Caring Kitchen, Inc.",Champaign - Caring Kitchen - AP,General,Champaign,Homeless Planning Region 13,24/7,937-653-8443,<a href='https://www.caringkitchen.org' target='_blank'>Caring Kitchen</a><small> (#1947)</small>,OH-507,300 Miami Street,"Urbana, OH 43078"
1947,Caring Kitchen,"Caring Kitchen, Inc.",Champaign - Caring Kitchen - AP,General,Logan,Homeless Planning Region 13,24/7,937-653-8443,<a href='https://www.caringkitchen.org' target='_blank'>Caring Kitchen</a><small> (#1947)</small>,OH-507,300 Miami Street,"Urbana, OH 43078"
1948,"Community Housing of Darke, Miami, and Shelby Counties","Community Housing of Darke, Miami and Shelby Counties, Inc.","Darke - Community Housing of Darke, Miami, and Shelby Counties, Inc. - AP",General,Darke,Homeless Planning Region 13,"Mon - Fri, 8:00am - 4:30pm",937-332-0021 x252,"Community Housing of Darke, Miami, and Shelby Counties<small> (#1948)</small>",OH-507,1100 Wayne St,"Troy, OH 45373"
1948,"Community Housing of Darke, Miami, and Shelby Counties","Community Housing of Darke, Miami and Shelby Counties, Inc.","Darke - Community Housing of Darke, Miami, and Shelby Counties, Inc. - AP",General,Miami,Homeless Planning Region 13,"Mon - Fri, 8:00am - 4:30pm",937-332-0021 x252,"Community Housing of Darke, Miami, and Shelby Counties<small> (#1948)</small>",OH-507,1100 Wayne St,"Troy, OH 45373"
1948,"Community Housing of Darke, Miami, and Shelby Counties","Community Housing of Darke, Miami and Shelby Counties, Inc.","Darke - Community Housing of Darke, Miami, and Shelby Counties, Inc. - AP",General,Shelby,Homeless Planning Region 13,"Mon - Fri, 8:00am - 4:30pm",937-332-0021 x252,"Community Housing of Darke, Miami, and Shelby Counties<small> (#1948)</small>",OH-507,1100 Wayne St,"Troy, OH 45373"
1949,Miami Valley Community Action Partnership - Darke County Emergency Homeless Shelter,Miami Valley Community Action Partnership,Darke -  Miami Valley Community Action Partnership - AP,General,Darke,Homeless Planning Region 13,"Mon - Fri, 8:00am - 4:30pm",937-548-8143 x603,<a href='https://miamivalleycap.org/' target='_blank'>Miami Valley Community Action Partnership - Darke County Emergency Homeless Shelter</a><small> (#1949)</small>,OH-507,1469 Sweitzer Street,"Greenville, OH 45331"
1951,Family Abuse Shelter of Miami County,Family Abuse Shelter of Miami County Inc.,Miami - Family Abuse Shelter of Miami County - AP,General,Miami,Homeless Planning Region 13,"Mon - Fri, 8:00am - 4:30pm",937-339-6761,<a href='https://familyabuseshelterofmiamicounty.org/' target='_blank'>Family Abuse Shelter of Miami County</a><small> (#1951)</small>,OH-507,16 E. Franklin Street,"Troy, OH 45373"
1952,H.I.T. Foundation,Home is the Foundation,Preble - Home is the Foundation - AP,General,Preble,Homeless Planning Region 13,422 Hotline 24/7,937-472-0500,<a href='http://hitfoundation.org/about-us/' target='_blank'>H.I.T. Foundation</a><small> (#1952)</small>,OH-507,111 W. Somers St.,"Eaton, OH 45320"
1953,Community Action Committee of Pike County,Pike - CAC of Pike County,Pike - CAC of Pike County - AP,General,Pike,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-289-2371,<a href='https://www.pikecac.org/' target='_blank'>Community Action Committee of Pike County</a><small> (#1953)</small>,OH-507,941 Market Street,"Piketon, OH 45661"
1954,Ironton Lawrence Community Action Organization - Ohio Means Jobs One Stop Center,"Ironton Lawrence County Area CAO, Inc.",Lawrence - Ironton Lawrence CAO - AP,General,Lawrence,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-532-3140 x12207,<a href='https://www.ilcao.org' target='_blank'>Ironton Lawrence Community Action Organization - Ohio Means Jobs One Stop Center</a><small> (#1954)</small>,OH-507,120 N 3rd Street,"Ironton, OH 45638"
1955,Scioto Christian Ministry,Scioto Christian Ministries,Scioto - Scioto Christian Ministries - AP,General,Scioto,Homeless Planning Region 03,"Mon - Fri, 7:00am - 10pm, Sat - Sun, 8:00am - 10:00pm",740-353-4085,Scioto Christian Ministry<small> (#1955)</small>,OH-507,615 8th Street,"Portsmouth, OH 45662"
1956,Community Action Commission of Fayette County - Brick House,Community Action Commission of Fayette County,Fayette - CAC of Fayette County - Brick House - AP,General,Fayette,Homeless Planning Region 16,24/7,740-333-7580,<a href='https://www.cacfayettecounty.org' target='_blank'>Community Action Commission of Fayette County - Brick House</a><small> (#1956)</small>,OH-507,320 N Hinde St,"Washington Court House, OH 43160"
1957,Adams County Shelter for the Homeless,"Adams County Shelter for the Homeless, Inc.",Adams - Adams County Shelter for the Homeless - AP,General,Adams,Homeless Planning Region 03,"Mon - Fri, 9:00am - 2pm",937-544-8164,Adams County Shelter for the Homeless<small> (#1957)</small>,OH-507,11483 St. Rt. 41,"West Union, OH 45693"
1957,Adams County Shelter for the Homeless,"Adams County Shelter for the Homeless, Inc.",Adams - Adams County Shelter for the Homeless - AP,General,Brown,Homeless Planning Region 03,"Mon - Fri, 9:00am - 2pm",937-544-8164,Adams County Shelter for the Homeless<small> (#1957)</small>,OH-507,11483 St. Rt. 41,"West Union, OH 45693"
1958,Medina Metropolitan Housing Authority,Medina Metropolitan Housing Authority,Medina - Medina MHA - AP,General,Medina,Homeless Planning Region 04,"Mon - Fri, 8:00am - 4:30pm",330-725-7531 x1,<a href='http://www.mmha.org/' target='_blank'>Medina Metropolitan Housing Authority</a><small> (#1958)</small>,OH-507,850 Walter Road,"Medina, OH 44256"
1959,Salvation Army of Wooster,Salvation Army of Wooster,Wayne - Salvation Army Wooster - AP,General,Wayne,Homeless Planning Region 04,"Mon - Fri, 8:30am - 4:00pm, Shelter 24/7",330-264-4704,<a href='https://neo.salvationarmy.org/northeastohio/woosterhome' target='_blank'>Salvation Army of Wooster</a><small> (#1959)</small>,OH-507,437 S Market St,"Wooster, OH 44691"
1960,Ashtabula County Community Action Agency,Ashtabula County Community Housing Development Organization,Ashtabula - Ashtabula County CHDO - AP,General,Ashtabula,Homeless Planning Region 05,"Mon - Fri, 8:00am - 4:30pm",440-997-1721 x4,<a href='http://communityaction.wixsite.com/accaa' target='_blank'>Ashtabula County Community Action Agency</a><small> (#1960)</small>,OH-507,6920 Austinburg Rd,"Ashtabula, OH 44004"
1961,Catholic Charities of Ashtabula,Catholic Charities of Ashtabula County,Ashtabula - Catholic Charities of Ashtabula County - AP,General,Ashtabula,Homeless Planning Region 05,"Mon - Fri, 9:00am - 11:00am, 1:00pm - 4:00pm",440-992-2121,<a href='https://www.ccdoy.org/locations/catholic-charities-of-ashtabula-county/' target='_blank'>Catholic Charities of Ashtabula</a><small> (#1961)</small>,OH-507,4200 Park Avenue - Third Floor,"Ashtabula, OH 44004"
1962,Urban League - Christy House,Greater Youngstown-Warren Urban League,Trumbull - Urban League - Amos Christy House - AP,General,Trumbull,Homeless Planning Region 05,"Mon - Fri, 9:00am - 5:00pm",330-394-4316,<a href='http://www.trumbullmhrb.org/mhrb_christyhouse.html' target='_blank'>Urban League - Christy House</a><small> (#1962)</small>,OH-507,919 Main Ave SW,"Warren, OH 44483"
1963,Emmanuel Community Care Center,HM Housing Development Corp.,Trumbull - Humility of Mary Housing - AP,General,Trumbull,Homeless Planning Region 05,"Mon - Thu, 9:00am - 3:00pm, Fri, 9:00am - 12:00pm",330-545-4301,<a href='https://www.hmhousing.org/who-we-are/locations/emmanuel-community-care-center.html' target='_blank'>Emmanuel Community Care Center</a><small> (#1963)</small>,OH-507,2 North State Street,"Girard, OH 44420"
1964,Housing and Emergency Support Services (HESS),"Family and Community Services, Inc.",Portage - Family and Community Services - Housing & Emergency Support Services - AP,General,Portage,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30pm",330-296-1111,<a href='https://fcsserves.org/program/h-e-s-s/' target='_blank'>Housing and Emergency Support Services (HESS)</a><small> (#1964)</small>,OH-507,705 Oakwood St,"Ravenna, OH 44266"
1965,LifeLine Inc,"Lifeline, Inc.","Lake - Lifeline, Inc. - AP",General,Lake,Homeless Planning Region 05,"Mon - Fri, 8:30am - 4:30am, 211 Hotline 24/7",440-354-2148,<a href='https://www.lclifeline.org/' target='_blank'>LifeLine Inc</a><small> (#1965)</small>,OH-507,One Victoria Pl,"Painesville, OH 44077"
1966,Muskingum Economic Opportunity Action Group (MEOAG),"Muskingum Economic Opportunity Action Group, Inc.","Muskingum - Muskingum Economic Opportunity Action Group, Inc. - AP",General,Muskingum,Homeless Planning Region 09,"Mon - Fri, 8:00am - 4:30pm",740-453-5703 x112,<a href='https://www.meoag.org/' target='_blank'>Muskingum Economic Opportunity Action Group (MEOAG)</a><small> (#1966)</small>,OH-507,828 Lee St,"Zanesville, OH 43701"
1967,Salvation Army of Zanesville,The Salvation Army of Zanesville,Muskingum - Salvation Army of Zanesville - AP,General,Muskingum,Homeless Planning Region 09,"Mon - Fri, 8:00am - 4:00pm",740-452-8350,<a href='https://neo.salvationarmy.org/northeastohio/zanesville' target='_blank'>Salvation Army of Zanesville</a><small> (#1967)</small>,OH-507,515 Putnam Ave,"Zanesville, OH 43701"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,General,Washington,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Athens,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Belmont,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Gallia,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Guernsey,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Jackson,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Lawrence,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Meigs,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Monroe,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Morgan,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Muskingum,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Noble,Homeless Planning Region 03,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
